INSTNM,CITY,STABBR,CONTROL,REGION,ADM_RATE,SAT_AVG,PCTPELL,C150_4,RET_FT4,PCTFLOAN,DEBT_MDN,LOAN_EVER,MD_FAMINC,MD_EARN,LOCALE,CCBASIC,CCUGPROF,CCSIZSET,COSTT4,cost_to_earnings,SIZE,SETTING,FTIME,SEL,TRNS
Lane College,Jackson,TN,Private nonprofit,Southeast,0.3673,850.0,0.9036,0.2534,0.609,0.9803,8500.0,0.9426180514,18755.0,28100.0,City: Small,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, inclusive, lower transfer-in","small, highly residential",14804.0,0.5268327402135231,small,highly residential,full-time,inclusive,lower transfer-in
Le Moyne-Owen College,Memphis,TN,Private nonprofit,Southeast,0.721,805.0,0.7258,0.1626,0.6423,0.7244,9000.0,0.9278481013,14438.5,27900.0,City: Large,Baccalaureate Colleges: Diverse Fields,"full-time, selective, higher transfer-in","very small, highly residential",15690.0,0.5623655913978495,very small,highly residential,full-time,selective,higher transfer-in
Lee University,Cleveland,TN,Private nonprofit,Southeast,0.6459,1082.0,0.2485,0.483,0.73,0.4788,11000.0,0.8884928717,47085.5,34100.0,City: Small,Master's Colleges & Universities: Medium Programs,"full-time, selective, higher transfer-in","medium, highly residential",20590.0,0.6038123167155425,medium,highly residential,full-time,selective,higher transfer-in
Lincoln Memorial University,Harrogate,TN,Private nonprofit,Southeast,0.6919,995.0,0.4619,0.4262,0.6484,0.6354,9500.0,0.9005120702,29767.0,39500.0,Town: Distant,Doctoral/Professional Universities,"medium full-time, inclusive, higher transfer-in","medium, primarily residential",25000.0,0.6329113924050633,medium,primarily residential,medium full-time,inclusive,higher transfer-in
The University of Tennessee Southern,Pulaski,TN,Private nonprofit,Southeast,0.9358,929.0,0.1637,0.8496,0.6439,0.192,7250.0,0.8822652757,29096.0,29600.0,Town: Distant,Baccalaureate Colleges: Diverse Fields,"full-time, inclusive, higher transfer-in","very small, highly residential",26953.0,0.9105743243243243,very small,highly residential,full-time,inclusive,higher transfer-in
Maryville College,Maryville,TN,Private nonprofit,Southeast,0.732,1093.0,0.2962,0.5597,0.7508,0.6517,14000.0,0.9476190476,53162.5,38200.0,Suburb: Large,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, selective, lower transfer-in","very small, highly residential",36378.0,0.952303664921466,very small,highly residential,full-time,selective,lower transfer-in
University of Memphis,Memphis,TN,Public,Southeast,0.6693,1010.0,0.3791,0.3672,0.7601,0.5961,9000.0,0.8977416899,28103.0,37700.0,City: Large,Doctoral Universities: Very High Research Activity,"medium full-time, inclusive, higher transfer-in","large, primarily nonresidential",14602.0,0.3873209549071618,large,primarily nonresidential,medium full-time,inclusive,higher transfer-in
Middle Tennessee State University,Murfreesboro,TN,Public,Southeast,0.7015,1049.0,0.2681,0.4507,0.7264,0.4706,7166.0,0.8644083107,37710.0,36800.0,City: Midsize,Doctoral Universities: High Research Activity,"full-time, selective, higher transfer-in","large, primarily nonresidential",15218.0,0.41353260869565217,large,primarily nonresidential,full-time,selective,higher transfer-in
Rhodes College,Memphis,TN,Private nonprofit,Southeast,0.4193,1265.0,0.1039,0.7939,0.8952,0.3414,16162.0,0.9336283186,81821.0,52500.0,City: Large,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, more selective, lower transfer-in","small, highly residential",43418.0,0.8270095238095239,small,highly residential,full-time,more selective,lower transfer-in
The University of the South,Sewanee,TN,Private nonprofit,Southeast,0.6804,1259.0,0.114,0.8192,0.8973,0.3041,10962.5,0.9345549738,69196.0,47000.0,Rural: Distant,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, more selective, lower transfer-in","small, highly residential",44020.0,0.936595744680851,small,highly residential,full-time,more selective,lower transfer-in
Southern Adventist University,Collegedale,TN,Private nonprofit,Southeast,0.7098,1033.0,0.2591,0.5513,0.6977,0.5326,10000.0,0.9415254237,50776.0,39500.0,Suburb: Large,Master's Colleges & Universities: Medium Programs,"full-time, inclusive, lower transfer-in","small, highly residential",26460.0,0.669873417721519,small,highly residential,full-time,inclusive,lower transfer-in
Tennessee Wesleyan University,Athens,TN,Private nonprofit,Southeast,0.8369,998.0,0.3725,0.5283,0.6293,0.666,10500.0,0.8913907285,41798.0,39000.0,Town: Distant,Baccalaureate Colleges: Diverse Fields,"full-time, inclusive, higher transfer-in","small, primarily residential",25350.0,0.65,small,primarily residential,full-time,inclusive,higher transfer-in
The University of Tennessee-Chattanooga,Chattanooga,TN,Public,Southeast,0.7915,1050.0,0.2773,0.4219,0.671,0.8639,7250.0,0.82952747,41665.0,39200.0,City: Midsize,Doctoral/Professional Universities,"full-time, selective, higher transfer-in","large, primarily residential",17442.0,0.4449489795918367,large,primarily residential,full-time,selective,higher transfer-in
The University of Tennessee-Knoxville,Knoxville,TN,Public,Southeast,0.7268,1196.0,0.1966,0.6057,0.8379,0.395,10000.0,0.8566096023,48187.0,42600.0,City: Midsize,Doctoral Universities: Very High Research Activity,"full-time, more selective, higher transfer-in","large, primarily residential",19618.0,0.4605164319248826,large,primarily residential,full-time,more selective,higher transfer-in
The University of Tennessee-Martin,Martin,TN,Public,Southeast,0.7451,1050.0,0.3169,0.4855,0.718,0.448,7804.0,0.8371014493,35418.5,35200.0,Town: Remote,Master's Colleges & Universities: Medium Programs,"full-time, selective, higher transfer-in","medium, primarily residential",14441.0,0.41025568181818184,medium,primarily residential,full-time,selective,higher transfer-in
Tennessee State University,Nashville,TN,Public,Southeast,0.6535,871.0,0.4912,0.3974,0.6719,0.6744,9500.0,0.9255186203,26632.0,37400.0,City: Large,Doctoral Universities: High Research Activity,"full-time, inclusive, lower transfer-in","medium, highly residential",16283.0,0.43537433155080213,medium,highly residential,full-time,inclusive,lower transfer-in
Tennessee Technological University,Cookeville,TN,Public,Southeast,0.844,1073.0,0.2864,0.5277,0.7175,0.4041,5584.0,0.8221419976,39139.0,39100.0,Town: Remote,Doctoral Universities: High Research Activity,"full-time, selective, higher transfer-in","medium, primarily residential",17051.0,0.4360869565217391,medium,primarily residential,full-time,selective,higher transfer-in
Trevecca Nazarene University,Nashville,TN,Private nonprofit,Southeast,0.685,1029.0,0.2478,0.4749,0.711,0.7231,11250.0,0.9202898551,44726.0,41800.0,City: Large,Doctoral/Professional Universities,"full-time, selective, lower transfer-in","medium, primarily residential",26725.0,0.6393540669856459,medium,primarily residential,full-time,selective,lower transfer-in
Tusculum University,Greeneville,TN,Private nonprofit,Southeast,0.7228,1010.0,0.42,0.3986,0.6127,0.7448,14349.5,0.9263311451,31503.0,42500.0,Town: Distant,Master's Colleges & Universities: Medium Programs,"full-time, inclusive, higher transfer-in","small, highly residential",28532.0,0.6713411764705882,small,highly residential,full-time,inclusive,higher transfer-in
Union University,Jackson,TN,Private nonprofit,Southeast,0.8375,1148.0,0.2125,0.6466,0.9268,0.4798,13500.0,0.9350746269,48900.0,38100.0,City: Small,Doctoral/Professional Universities,"full-time, selective, higher transfer-in","small, highly residential",32830.0,0.8616797900262467,small,highly residential,full-time,selective,higher transfer-in
Vanderbilt University,Nashville,TN,Private nonprofit,Southeast,0.2015,1430.0,0.1083,0.9067,0.9649,0.3141,12532.0,0.7481371088,69395.5,62700.0,City: Large,Doctoral Universities: Very High Research Activity,"full-time, more selective, lower transfer-in","large, highly residential",52303.0,0.8341786283891547,large,highly residential,full-time,more selective,lower transfer-in
Abilene Christian University,Abilene,TX,Private nonprofit,Southwest,0.4911,1100.0,0.2235,0.6139,0.7456,0.6201,14625.0,0.9592735278,69802.0,40400.0,City: Midsize,Doctoral/Professional Universities,"full-time, selective, lower transfer-in","medium, highly residential",30500.0,0.754950495049505,medium,highly residential,full-time,selective,lower transfer-in
Angelo State University,San Angelo,TX,Public,Southwest,0.962,960.0,0.3639,0.3077,0.5862,0.5466,7047.5,0.8408608669,38593.0,39500.0,City: Midsize,Master's Colleges & Universities: Larger Programs,"full-time, inclusive, higher transfer-in","medium, primarily residential",15823.0,0.40058227848101263,medium,primarily residential,full-time,inclusive,higher transfer-in
Arlington Baptist University,Arlington,TX,Private nonprofit,Southwest,,,0.5214,1.0,0.6,0.65,7500.0,0.8613861386,36573.0,27700.0,City: Large,Baccalaureate Colleges: Diverse Fields,"full-time, inclusive, higher transfer-in","very small, highly residential",17473.0,0.6307942238267148,very small,highly residential,full-time,inclusive,higher transfer-in
The Art Institute of Houston,Houston,TX,Private for-profit,Southwest,0.4645,,0.4297,0.3314,0.6033,0.8109,9500.0,0.9655842354,29078.0,32900.0,City: Large,Baccalaureate Colleges: Diverse Fields,"medium full-time, inclusive, lower transfer-in","very small, primarily nonresidential",38343.0,1.1654407294832827,very small,primarily nonresidential,medium full-time,inclusive,lower transfer-in
Austin College,Sherman,TX,Private nonprofit,Southwest,0.7966,1217.0,0.1971,0.7367,0.8616,0.5772,15545.5,0.9782608696,68089.5,50500.0,City: Small,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, selective, lower transfer-in","small, highly residential",37187.0,0.7363762376237624,small,highly residential,full-time,selective,lower transfer-in
Baylor University,Waco,TX,Private nonprofit,Southwest,0.4993,1185.0,0.182,0.7027,0.8376,0.4795,14500.0,0.9475444096,64034.0,49400.0,City: Midsize,Doctoral Universities: Very High Research Activity,"full-time, selective, lower transfer-in","large, primarily residential",39276.0,0.7950607287449393,large,primarily residential,full-time,selective,lower transfer-in
Concordia University Texas,Austin,TX,Private nonprofit,Southwest,0.5308,1013.0,0.285,0.3571,0.5153,0.7133,9502.0,0.9382566586,49134.0,44200.0,City: Large,Master's Colleges & Universities: Larger Programs,"full-time, inclusive, higher transfer-in","small, primarily nonresidential",31420.0,0.7108597285067874,small,primarily nonresidential,full-time,inclusive,higher transfer-in
Texas A & M University-Corpus Christi,Corpus Christi,TX,Public,Southwest,,,0.34,0.3879,0.6165,0.5221,9167.0,0.8756388416,32439.0,44100.0,City: Large,Doctoral Universities: High Research Activity,"medium full-time, inclusive, higher transfer-in","medium, primarily residential",17018.0,0.38589569160997733,medium,primarily residential,medium full-time,inclusive,higher transfer-in
Dallas Baptist University,Dallas,TX,Private nonprofit,Southwest,0.456,1032.0,0.2269,0.5204,0.6954,0.5583,10500.0,0.9160762943,43093.0,42500.0,City: Large,Doctoral/Professional Universities,"full-time, selective, lower transfer-in","medium, highly residential",25900.0,0.6094117647058823,medium,highly residential,full-time,selective,lower transfer-in
Dallas Christian College,Dallas,TX,Private nonprofit,Southwest,0.6989,859.0,0.4186,0.3864,0.7667,0.1395,12500.0,0.9495412844,34593.0,34200.0,Suburb: Large,Baccalaureate Colleges: Diverse Fields,"full-time, more selective, higher transfer-in","very small, highly residential",21258.0,0.621578947368421,very small,highly residential,full-time,more selective,higher transfer-in
University of Dallas,Irving,TX,Private nonprofit,Southwest,0.9205,1214.0,0.1932,0.7324,0.8182,0.5704,12000.0,0.9622302158,84658.0,44800.0,City: Midsize,Master's Colleges & Universities: Larger Programs,"full-time, selective, lower transfer-in","small, highly residential",37955.0,0.8472098214285714,small,highly residential,full-time,selective,lower transfer-in
East Texas Baptist University,Marshall,TX,Private nonprofit,Southwest,0.526,974.0,0.376,0.4211,0.6102,0.6727,9500.0,0.9451137885,44061.0,37600.0,Town: Distant,Master's Colleges & Universities: Small Programs,"full-time, inclusive, lower transfer-in","small, highly residential",23917.0,0.6360904255319149,small,highly residential,full-time,inclusive,lower transfer-in
Texas A&M University-Texarkana,Texarkana,TX,Public,Southwest,,,0.3921,,,0.2912,5500.0,0.7125925926,24526.0,38300.0,Rural: Fringe,Master's Colleges & Universities: Medium Programs,"medium full-time, inclusive, higher transfer-in","small, primarily nonresidential",,,small,primarily nonresidential,medium full-time,inclusive,higher transfer-in
Texas A & M University-Commerce,Commerce,TX,Public,Southwest,0.4725,921.0,0.414,0.4164,0.6642,0.5506,8932.0,0.8777327935,30787.0,39900.0,Town: Distant,Doctoral/Professional Universities,"medium full-time, inclusive, higher transfer-in","medium, primarily residential",16216.0,0.4064160401002506,medium,primarily residential,medium full-time,inclusive,higher transfer-in
Miami International University of Art & Design-Art Institute Dallas,Dallas,TX,Private for-profit,Southwest,0.398,,0.3837,0.3779,0.6204,0.8242,9500.0,0.8145631068,26174.0,32600.0,City: Large,Baccalaureate Colleges: Diverse Fields,"medium full-time, inclusive, higher transfer-in","very small, primarily nonresidential",40851.0,1.2530981595092026,very small,primarily nonresidential,medium full-time,inclusive,higher transfer-in
Hallmark University,San Antonio,TX,Private for-profit,Southwest,0.7112,,0.5459,0.6607,,0.6523,9500.0,0.9208,18008.5,32600.0,City: Large,Baccalaureate Colleges: Diverse Fields,"full-time, more selective, higher transfer-in","very small, primarily nonresidential",42120.0,1.2920245398773007,very small,primarily nonresidential,full-time,more selective,higher transfer-in
Hardin-Simmons University,Abilene,TX,Private nonprofit,Southwest,0.3781,1047.0,0.2673,0.5034,0.7085,0.6479,12750.0,0.94471387,56989.0,41900.0,City: Midsize,Doctoral/Professional Universities,"full-time, inclusive, lower transfer-in","small, highly residential",26942.0,0.6430071599045346,small,highly residential,full-time,inclusive,lower transfer-in
Houston Baptist University,Houston,TX,Private nonprofit,Southwest,0.4226,1046.0,0.3442,0.4633,0.7266,0.519,9798.5,0.8819076457,35965.0,48700.0,City: Large,Master's Colleges & Universities: Larger Programs,"medium full-time, selective, higher transfer-in","small, primarily residential",27224.0,0.5590143737166324,small,primarily residential,medium full-time,selective,higher transfer-in
University of Houston-Clear Lake,Houston,TX,Public,Southwest,,,0.2426,,,0.3666,11100.0,0.8201151972,27132.0,47800.0,Suburb: Large,Doctoral/Professional Universities,higher part-time,"medium, primarily nonresidential",,,medium,primarily nonresidential,higher part-time,,
University of Houston-Downtown,Houston,TX,Public,Southwest,,,0.3189,0.1186,0.6094,0.3585,8227.0,0.7671981777,22679.0,42700.0,City: Large,Master's Colleges & Universities: Larger Programs,higher part-time,"medium, primarily nonresidential",16337.0,0.3825995316159251,medium,primarily nonresidential,higher part-time,,
University of Houston-Victoria,Victoria,TX,Public,Southwest,,,0.2945,,,0.3614,8500.0,0.8003679853,26360.0,41400.0,City: Small,Master's Colleges & Universities: Larger Programs,higher part-time,"medium, primarily residential",,,medium,primarily residential,higher part-time,,
University of Houston,Houston,TX,Public,Southwest,0.697,1073.0,0.2864,0.4078,0.7929,0.7568,9375.0,0.8307186041,29526.0,48900.0,City: Large,Doctoral Universities: Very High Research Activity,"medium full-time, selective, higher transfer-in","large, primarily nonresidential",17784.0,0.36368098159509205,large,primarily nonresidential,medium full-time,selective,higher transfer-in
Howard Payne University,Brownwood,TX,Private nonprofit,Southwest,0.5899,987.0,0.302,0.4061,0.6217,0.5784,12250.0,0.924382716,52161.5,36400.0,Town: Remote,Baccalaureate Colleges: Diverse Fields,"full-time, more selective, higher transfer-in","very small, highly residential",25940.0,0.7126373626373627,very small,highly residential,full-time,more selective,higher transfer-in
Huston-Tillotson University,Austin,TX,Private nonprofit,Southwest,0.4824,839.0,0.7145,0.2938,0.5475,0.8372,9500.0,0.9452247191,21856.5,30200.0,City: Large,Baccalaureate Colleges: Diverse Fields,"full-time, inclusive, higher transfer-in","small, primarily residential",21484.0,0.7113907284768212,small,primarily residential,full-time,inclusive,higher transfer-in
University of the Incarnate Word,San Antonio,TX,Private nonprofit,Southwest,0.6567,984.0,0.3417,0.4268,0.6697,0.6865,12635.0,0.9290756303,36923.0,46000.0,City: Large,Doctoral/Professional Universities,"full-time, inclusive, higher transfer-in","medium, primarily nonresidential",28937.0,0.6290652173913044,medium,primarily nonresidential,full-time,inclusive,higher transfer-in
Jarvis Christian University,Hawkins,TX,Private nonprofit,Southwest,,,0.728,0.1087,0.4054,0.6717,8166.0,0.8829981718,23664.0,30700.0,Rural: Distant,Baccalaureate Colleges: Diverse Fields,"medium full-time, inclusive, higher transfer-in","very small, primarily residential",15712.0,0.5117915309446254,very small,primarily residential,medium full-time,inclusive,higher transfer-in
Lamar University,Beaumont,TX,Public,Southwest,0.8431,919.0,0.3291,0.2988,0.6616,0.461,6500.0,0.8748894783,28743.0,39700.0,City: Midsize,Doctoral/Professional Universities,higher part-time,"medium, primarily residential",17998.0,0.4533501259445844,medium,primarily residential,higher part-time,,
Texas A & M International University,Laredo,TX,Public,Southwest,0.5281,882.0,0.5784,0.3728,0.6252,0.7885,5500.0,0.7644673793,21497.0,46400.0,City: Large,Master's Colleges & Universities: Larger Programs,"full-time, inclusive, higher transfer-in","medium, primarily nonresidential",12060.0,0.25991379310344825,medium,primarily nonresidential,full-time,inclusive,higher transfer-in
LeTourneau University,Longview,TX,Private nonprofit,Southwest,0.5904,1173.0,0.2774,0.4775,0.7097,0.6327,15750.0,0.9507163324,43061.0,57500.0,City: Small,Master's Colleges & Universities: Medium Programs,"medium full-time, selective, lower transfer-in","small, primarily residential",30140.0,0.5241739130434783,small,primarily residential,medium full-time,selective,lower transfer-in
Lubbock Christian University,Lubbock,TX,Private nonprofit,Southwest,0.6552,988.0,0.3472,0.4306,0.6654,0.7992,13000.0,0.9415515409,44017.0,38700.0,City: Large,Master's Colleges & Universities: Medium Programs,"full-time, inclusive, higher transfer-in","small, primarily residential",24540.0,0.6341085271317829,small,primarily residential,full-time,inclusive,higher transfer-in
University of Mary Hardin-Baylor,Belton,TX,Private nonprofit,Southwest,0.4253,1044.0,0.328,0.5079,0.64,0.7256,12000.0,0.9292929293,48039.0,41100.0,Suburb: Small,Doctoral/Professional Universities,"full-time, inclusive, higher transfer-in","medium, highly residential",28280.0,0.6880778588807785,medium,highly residential,full-time,inclusive,higher transfer-in
McMurry University,Abilene,TX,Private nonprofit,Southwest,0.5687,970.0,0.398,0.3922,0.5512,0.6746,10500.0,0.9387159533,36277.5,41000.0,City: Midsize,Baccalaureate Colleges: Diverse Fields,"full-time, inclusive, higher transfer-in","very small, highly residential",28792.0,0.7022439024390243,very small,highly residential,full-time,inclusive,higher transfer-in
Midwestern State University,Wichita Falls,TX,Public,Southwest,0.8791,996.0,0.28,0.3002,0.75,0.4673,11193.0,0.8909090909,37784.5,39800.0,City: Midsize,Master's Colleges & Universities: Larger Programs,"medium full-time, inclusive, higher transfer-in","medium, primarily residential",13266.0,0.3333165829145729,medium,primarily residential,medium full-time,inclusive,higher transfer-in
University of North Texas,Denton,TX,Public,Southwest,0.638,1071.0,0.2294,0.4735,0.7553,0.5318,10500.0,0.9098488796,40957.0,43800.0,City: Midsize,Doctoral Universities: Very High Research Activity,"full-time, selective, higher transfer-in","large, primarily nonresidential",16373.0,0.37381278538812784,large,primarily nonresidential,full-time,selective,higher transfer-in
Our Lady of the Lake University,San Antonio,TX,Private nonprofit,Southwest,0.6347,900.0,0.531,0.3758,0.5915,0.7242,10500.0,0.9159741459,28018.0,41400.0,City: Large,Doctoral/Professional Universities,"full-time, inclusive, higher transfer-in","small, primarily residential",30418.0,0.7347342995169082,small,primarily residential,full-time,inclusive,higher transfer-in
The University of Texas Rio Grande Valley,Edinburg,TX,Public,Southwest,0.8552,918.0,0.5668,0.3616,0.7433,0.3509,5500.0,0.6205115283,19853.0,42100.0,City: Midsize,Doctoral Universities: High Research Activity,"medium full-time, inclusive, higher transfer-in","large, primarily nonresidential",10437.0,0.24790973871733968,large,primarily nonresidential,medium full-time,inclusive,higher transfer-in
Paul Quinn College,Dallas,TX,Private nonprofit,Southwest,0.4144,660.0,0.7007,0.1192,0.0886,0.7891,12000.0,0.7971698113,16634.5,31500.0,City: Large,Baccalaureate Colleges: Diverse Fields,"full-time, inclusive, higher transfer-in","very small, highly residential",16433.0,0.5216825396825396,very small,highly residential,full-time,inclusive,higher transfer-in
Prairie View A & M University,Prairie View,TX,Public,Southwest,0.4083,822.0,0.5581,0.322,0.7143,0.7306,10000.0,0.9489405157,28369.0,35000.0,Town: Distant,Doctoral Universities: High Research Activity,"full-time, inclusive, lower transfer-in","medium, highly residential",20135.0,0.5752857142857143,medium,highly residential,full-time,inclusive,lower transfer-in
Rice University,Houston,TX,Private nonprofit,Southwest,0.2233,1425.0,0.1109,0.9344,0.9708,0.2151,7674.0,0.7049180328,63143.0,64800.0,City: Large,Doctoral Universities: Very High Research Activity,"full-time, more selective, lower transfer-in","medium, highly residential",43586.0,0.6726234567901235,medium,highly residential,full-time,more selective,lower transfer-in
Saint Edward's University,Austin,TX,Private nonprofit,Southwest,0.6609,1129.0,0.2396,0.6581,0.8221,0.5469,14500.0,0.9452191235,47278.0,47000.0,City: Large,Master's Colleges & Universities: Larger Programs,"full-time, inclusive, higher transfer-in","medium, highly residential",34900.0,0.7425531914893617,medium,highly residential,full-time,inclusive,higher transfer-in
University of St Thomas,Houston,TX,Private nonprofit,Southwest,0.7991,1176.0,0.2615,0.4726,0.6952,0.4393,11102.5,0.8945086705,42699.0,48400.0,City: Large,Doctoral/Professional Universities,"full-time, inclusive, higher transfer-in","small, primarily nonresidential",30697.0,0.6342355371900826,small,primarily nonresidential,full-time,inclusive,higher transfer-in
Sam Houston State University,Huntsville,TX,Public,Southwest,0.5722,979.0,0.2584,0.4513,0.7536,0.4644,10500.0,0.8959409594,40603.0,43100.0,Town: Distant,Doctoral Universities: High Research Activity,"medium full-time, inclusive, higher transfer-in","large, primarily nonresidential",16462.0,0.3819489559164733,large,primarily nonresidential,medium full-time,inclusive,higher transfer-in
Schreiner University,Kerrville,TX,Private nonprofit,Southwest,0.6186,989.0,0.3158,0.5357,0.6767,0.6128,9500.0,0.9534246575,45409.0,35700.0,Town: Remote,Master's Colleges & Universities: Small Programs,"full-time, inclusive, lower transfer-in","small, highly residential",27870.0,0.780672268907563,small,highly residential,full-time,inclusive,lower transfer-in
St. Mary's University,San Antonio,TX,Private nonprofit,Southwest,0.7594,1050.0,0.4241,0.5745,0.8,0.7095,14505.0,0.9517973856,37837.0,48700.0,City: Large,Master's Colleges & Universities: Larger Programs,"full-time, selective, lower transfer-in","medium, highly residential",31963.0,0.6563244353182751,medium,highly residential,full-time,selective,lower transfer-in
Southern Methodist University,Dallas,TX,Private nonprofit,Southwest,0.5296,1242.0,0.124,0.7672,0.8769,0.2861,12000.0,0.9289552239,56799.0,54700.0,Suburb: Large,Doctoral Universities: High Research Activity,"full-time, more selective, lower transfer-in","large, highly residential",47375.0,0.8660877513711152,large,highly residential,full-time,more selective,lower transfer-in
Southwestern Assemblies of God University,Waxahachie,TX,Private nonprofit,Southwest,0.3674,,0.4243,0.4879,0.6866,0.6979,9000.0,0.9193548387,39843.5,32200.0,Suburb: Large,Master's Colleges & Universities: Small Programs,"full-time, inclusive, higher transfer-in","small, highly residential",24349.0,0.7561801242236025,small,highly residential,full-time,inclusive,higher transfer-in
Southwestern University,Georgetown,TX,Private nonprofit,Southwest,0.6341,1245.0,0.1701,0.7697,0.8424,0.4465,14625.0,0.9504761905,67510.0,48200.0,City: Small,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, selective, lower transfer-in","small, highly residential",38540.0,0.799585062240664,small,highly residential,full-time,selective,lower transfer-in
Stephen F Austin State University,Nacogdoches,TX,Public,Southwest,0.7267,967.0,0.3463,0.4394,0.6498,0.5671,9500.0,0.9121696471,40000.0,42000.0,Town: Remote,Master's Colleges & Universities: Larger Programs,"full-time, inclusive, higher transfer-in","large, primarily residential",18648.0,0.444,large,primarily residential,full-time,inclusive,higher transfer-in
Texas State University,San Marcos,TX,Public,Southwest,0.7567,1066.0,0.257,0.5578,0.7853,0.511,11000.0,0.926874596,43843.5,45000.0,City: Small,Doctoral Universities: High Research Activity,"medium full-time, selective, higher transfer-in","large, primarily nonresidential",16672.0,0.37048888888888887,large,primarily nonresidential,medium full-time,selective,higher transfer-in
Southwestern Adventist University,Keene,TX,Private nonprofit,Southwest,0.5581,943.0,0.4075,0.375,0.6518,0.6186,10083.0,0.935483871,33223.0,39300.0,Town: Fringe,Baccalaureate Colleges: Diverse Fields,"full-time, inclusive, higher transfer-in","very small, primarily residential",23525.0,0.5986005089058524,very small,primarily residential,full-time,inclusive,higher transfer-in
Sul Ross State University,Alpine,TX,Public,Southwest,,,0.5542,0.2297,0.4742,0.5248,5300.0,0.7708913649,21250.0,37400.0,Town: Remote,Master's Colleges & Universities: Larger Programs,"medium full-time, inclusive, higher transfer-in","small, primarily residential",14522.0,0.38828877005347595,small,primarily residential,medium full-time,inclusive,higher transfer-in
Tarleton State University,Stephenville,TX,Public,Southwest,0.52,964.0,0.3565,0.39,0.6633,0.7482,9500.0,0.865017816,37350.0,41600.0,Town: Remote,Doctoral Universities: High Research Activity,"medium full-time, inclusive, higher transfer-in","large, primarily residential",15103.0,0.3630528846153846,large,primarily residential,medium full-time,inclusive,higher transfer-in
The University of Texas Health Science Center at San Antonio,San Antonio,TX,Public,Southwest,0.4865,,0.2701,,,0.6902,12500.0,0.9456233422,28978.0,76000.0,City: Large,Special Focus Four-Year: Engineering Schools,"full-time, inclusive, higher transfer-in","medium, primarily nonresidential",26083.0,0.34319736842105264,medium,primarily nonresidential,full-time,inclusive,higher transfer-in
The University of Texas Medical Branch at Galveston,Galveston,TX,Public,Southwest,,,0.3043,,,0.6511,12500.0,0.9569892473,35751.0,75700.0,Town: Fringe,Special Focus Four-Year: Engineering Schools,"full-time, inclusive, higher transfer-in","small, primarily residential",,,small,primarily residential,full-time,inclusive,higher transfer-in
Texas A & M University-Kingsville,Kingsville,TX,Public,Southwest,0.9474,900.0,0.4742,0.2452,0.5857,0.5975,7500.0,0.8669480231,25290.0,38800.0,Town: Distant,Doctoral Universities: High Research Activity,"full-time, inclusive, higher transfer-in","medium, primarily residential",11606.0,0.2991237113402062,medium,primarily residential,full-time,inclusive,higher transfer-in
Texas A & M University-College Station,College Station,TX,Public,Southwest,0.6691,1199.0,0.1611,0.7973,0.9263,0.346,12750.0,0.892756198,61737.0,54700.0,City: Midsize,Doctoral Universities: Very High Research Activity,"full-time, more selective, higher transfer-in","large, primarily nonresidential",19841.0,0.36272394881170017,large,primarily nonresidential,full-time,more selective,higher transfer-in
The University of Texas at Arlington,Arlington,TX,Public,Southwest,0.7618,1049.0,0.3012,0.3616,0.6511,0.5834,7975.0,0.8768050169,33558.0,48700.0,City: Large,Doctoral Universities: Very High Research Activity,higher part-time,"large, primarily residential",17984.0,0.36928131416837784,large,primarily residential,higher part-time,,
The University of Texas at Austin,Austin,TX,Public,Southwest,0.4532,1225.0,0.2127,0.8067,0.9242,0.4007,14062.0,0.9078300562,51305.5,52100.0,City: Large,Doctoral Universities: Very High Research Activity,"full-time, more selective, lower transfer-in","large, primarily nonresidential",21647.0,0.415489443378119,large,primarily nonresidential,full-time,more selective,lower transfer-in
The University of Texas at Dallas,Richardson,TX,Public,Southwest,0.5167,1218.0,0.2102,0.6309,0.8323,0.3496,11750.0,0.8769493698,33215.0,51500.0,City: Midsize,Doctoral Universities: Very High Research Activity,"full-time, more selective, higher transfer-in","large, primarily residential",21248.0,0.41258252427184466,large,primarily residential,full-time,more selective,higher transfer-in
The University of Texas at El Paso,El Paso,TX,Public,Southwest,0.9899,892.0,0.4784,0.3198,0.7113,0.433,7250.0,0.7524893314,20594.5,42700.0,City: Large,Doctoral Universities: Very High Research Activity,"medium full-time, inclusive, higher transfer-in","large, primarily nonresidential",13594.0,0.31836065573770495,large,primarily nonresidential,medium full-time,inclusive,higher transfer-in
The University of Texas at Tyler,Tyler,TX,Public,Southwest,0.7432,1064.0,0.2999,0.3532,0.6421,0.4697,9074.0,0.8609422492,35370.0,44200.0,City: Midsize,Doctoral Universities: High Research Activity,"medium full-time, selective, higher transfer-in","medium, primarily residential",16092.0,0.3640723981900453,medium,primarily residential,medium full-time,selective,higher transfer-in
